//V	Name	X	Y	st	e	l	Demand
Arc	3	12	25.5	25.5	25.5
Arc	3	13	21.93	21.93	21.93
Arc	3	14	27.59	27.59	27.59
Arc	3	15	26.08	26.08	26.08
Arc	3	16	29.07	29.07	29.07
Arc	3	17	25.63	25.63	25.63
Arc	3	18	28.46	28.46	28.46
Arc	3	19	30.41	30.41	30.41
Arc	3	4	2.0	2.0	2.0
Arc	3	5	1.0	1.0	1.0
Arc	3	6	3.61	3.61	3.61
Arc	3	7	2.0	2.0	2.0
Arc	3	8	4.47	4.47	4.47
Arc	3	9	5.66	5.66	5.66
Arc	3	20	20.0	20.0	20.0
Arc	3	21	18.44	18.44	18.44
Arc	3	22	19.8	19.8	19.8
Arc	3	23	17.8	17.8	17.8
Arc	3	24	23.35	23.35	23.35
Arc	3	25	22.02	22.02	22.02
Arc	3	26	20.25	20.25	20.25
Arc	3	27	23.6	23.6	23.6
Arc	3	28	21.95	21.95	21.95
Arc	3	29	27.2	27.2	27.2
Arc	3	30	24.6	24.6	24.6
Arc	3	31	44.55	44.55	44.55
Arc	3	32	41.23	41.23	41.23
Arc	3	33	42.8	42.8	42.8
Arc	3	34	39.96	39.96	39.96
Arc	3	35	48.27	48.27	48.27
Arc	3	36	42.54	42.54	42.54
Arc	3	37	47.71	47.71	47.71
Arc	3	38	49.4	49.4	49.4
Arc	3	39	46.96	46.96	46.96
Arc	3	40	36.67	36.67	36.67
Arc	3	41	34.71	34.71	34.71
Arc	3	42	35.17	35.17	35.17
Arc	3	43	32.28	32.28	32.28
Arc	3	44	37.36	37.36	37.36
Arc	3	45	37.95	37.95	37.95
Arc	3	46	36.06	36.06	36.06
Arc	3	47	33.24	33.24	33.24
Arc	3	48	38.63	38.63	38.63
Arc	3	49	34.01	34.01	34.01
Arc	3	50	37.58	37.58	37.58
Arc	3	51	39.81	39.81	39.81
Arc	3	52	35.36	35.36	35.36
Arc	3	53	61.03	61.03	61.03
Arc	3	54	56.0	56.0	56.0
Arc	3	55	51.0	51.0	51.0
Arc	3	56	61.03	61.03	61.03
Arc	3	57	51.04	51.04	51.04
Arc	3	58	61.13	61.13	61.13
Arc	3	59	51.16	51.16	51.16
Arc	3	60	61.4	61.4	61.4
Arc	3	61	36.88	36.88	36.88
Arc	3	62	32.02	32.02	32.02
Arc	3	63	27.2	27.2	27.2
Arc	3	64	36.5	36.5	36.5
Arc	3	65	26.68	26.68	26.68
Arc	3	66	31.4	31.4	31.4
Arc	3	67	26.48	26.48	26.48
Arc	3	68	36.12	36.12	36.12
Arc	3	69	31.14	31.14	31.14
Arc	3	70	64.07	64.07	64.07
Arc	3	71	61.4	61.4	61.4
Arc	3	72	37.64	37.64	37.64
Arc	3	73	61.61	61.61	61.61
Arc	3	74	32.89	32.89	32.89
Arc	3	75	3.16	3.16	3.16
Arc	3	76	57.14	57.14	57.14
Arc	3	77	58.41	58.41	58.41
Arc	3	78	55.47	55.47	55.47
Arc	3	79	57.63	57.63	57.63
Arc	3	100	23.02	23.02	23.02
Arc	3	80	59.41	59.41	59.41
Arc	3	81	53.01	53.01	53.01
Arc	3	82	34.79	34.79	34.79
Arc	3	83	31.95	31.95	31.95
Arc	3	84	29.12	29.12	29.12
Arc	3	85	26.68	26.68	26.68
Arc	3	86	26.4	26.4	26.4
Arc	3	87	25.5	25.5	25.5
Arc	4	44	39.29	39.29	39.29
Arc	4	88	24.35	24.35	24.35
Arc	4	45	39.85	39.85	39.85
Arc	4	89	23.26	23.26	23.26
Arc	4	46	37.95	37.95	37.95
Arc	4	47	35.11	35.11	35.11
Arc	4	48	40.5	40.5	40.5
Arc	4	49	35.85	35.85	35.85
Arc	4	90	22.2	22.2	22.2
Arc	4	91	19.7	19.7	19.7
Arc	4	92	30.23	30.23	30.23
Arc	4	93	28.6	28.6	28.6
Arc	4	50	39.4	39.4	39.4
Arc	4	94	26.93	26.93	26.93
Arc	4	51	41.63	41.63	41.63
Arc	4	95	23.32	23.32	23.32
Arc	4	52	37.12	37.12	37.12
Arc	4	96	21.63	21.63	21.63
Arc	4	53	63.03	63.03	63.03
Arc	4	97	24.76	24.76	24.76
Arc	4	10	7.28	7.28	7.28
Arc	4	54	58.0	58.0	58.0
Arc	4	98	17.46	17.46	17.46
Arc	4	11	7.07	7.07	7.07
Arc	4	55	53.0	53.0	53.0
Arc	4	99	17.69	17.69	17.69
Arc	4	12	24.04	24.04	24.04
Arc	4	56	63.03	63.03	63.03
Arc	4	13	21.19	21.19	21.19
Arc	4	57	53.04	53.04	53.04
Arc	4	14	26.25	26.25	26.25
Arc	4	58	63.13	63.13	63.13
Arc	4	15	25.06	25.06	25.06
Arc	4	59	53.15	53.15	53.15
Arc	4	16	27.8	27.8	27.8
Arc	4	17	25.0	25.0	25.0
Arc	4	18	27.89	27.89	27.89
Arc	4	19	29.55	29.55	29.55
Arc	4	5	3.0	3.0	3.0
Arc	4	6	2.24	2.24	2.24
Arc	4	7	2.83	2.83	2.83
Arc	4	8	4.0	4.0	4.0
Arc	4	9	4.47	4.47	4.47
Arc	4	60	63.39	63.39	63.39
Arc	4	61	38.83	38.83	38.83
Arc	4	62	33.96	33.96	33.96
Arc	4	63	29.12	29.12	29.12
Arc	4	20	21.63	21.63	21.63
Arc	4	64	38.47	38.47	38.47
Arc	4	21	20.0	20.0	20.0
Arc	4	65	28.64	28.64	28.64
Arc	4	22	21.26	21.26	21.26
Arc	4	66	33.38	33.38	33.38
Arc	4	23	19.1	19.1	19.1
Arc	4	67	28.44	28.44	28.44
Arc	4	24	24.76	24.76	24.76
Arc	4	68	38.12	38.12	38.12
Arc	4	25	23.35	23.35	23.35
Arc	4	69	33.14	33.14	33.14
Arc	4	26	21.4	21.4	21.4
Arc	4	27	24.84	24.84	24.84
Arc	4	28	23.02	23.02	23.02
Arc	4	29	28.43	28.43	28.43
Arc	4	70	65.22	65.22	65.22
Arc	4	71	62.43	62.43	62.43
Arc	4	72	39.56	39.56	39.56
Arc	4	73	62.8	62.8	62.8
Arc	4	30	25.55	25.55	25.55
Arc	4	74	34.79	34.79	34.79
Arc	4	31	45.97	45.97	45.97
Arc	4	75	4.24	4.24	4.24
Arc	4	32	42.52	42.52	42.52
Arc	4	76	58.25	58.25	58.25
Arc	4	33	44.05	44.05	44.05
Arc	4	77	59.67	59.67	59.67
Arc	4	34	41.05	41.05	41.05
Arc	4	78	56.61	56.61	56.61
Arc	4	35	49.58	49.58	49.58
Arc	4	79	58.9	58.9	58.9
Arc	4	36	43.57	43.57	43.57
Arc	4	37	48.83	48.83	48.83
Arc	4	38	50.48	50.48	50.48
Arc	4	39	47.89	47.89	47.89
Arc	4	100	21.4	21.4	21.4
Arc	4	80	60.81	60.81	60.81
Arc	4	81	54.2	54.2	54.2
Arc	4	82	35.47	35.47	35.47
Arc	4	83	32.7	32.7	32.7
Arc	4	40	38.64	38.64	38.64
Arc	4	84	29.73	29.73	29.73
Arc	4	41	36.67	36.67	36.67
Arc	4	85	27.2	27.2	27.2
Arc	4	42	37.11	37.11	37.11
Arc	4	86	27.29	27.29	27.29
Arc	4	43	34.21	34.21	34.21
Arc	4	87	26.42	26.42	26.42
Arc	5	44	36.4	36.4	36.4
Arc	5	88	23.54	23.54	23.54
Arc	5	45	37.0	37.0	37.0
Arc	5	89	22.14	22.14	22.14
Arc	5	46	35.11	35.11	35.11
Arc	5	47	32.31	32.31	32.31
Arc	5	48	37.7	37.7	37.7
Arc	5	49	33.11	33.11	33.11
Arc	5	90	20.59	20.59	20.59
Arc	5	91	18.68	18.68	18.68
Arc	5	92	32.02	32.02	32.02
Arc	5	93	30.48	30.48	30.48
Arc	5	50	36.67	36.67	36.67
Arc	5	94	28.6	28.6	28.6
Arc	5	51	38.91	38.91	38.91
Arc	5	95	25.0	25.0	25.0
Arc	5	52	34.48	34.48	34.48
Arc	5	96	23.43	23.43	23.43
Arc	5	53	60.03	60.03	60.03
Arc	5	97	26.91	26.91	26.91
Arc	5	10	7.07	7.07	7.07
Arc	5	54	55.0	55.0	55.0
Arc	5	98	18.87	18.87	18.87
Arc	5	11	8.06	8.06	8.06
Arc	5	55	50.0	50.0	50.0
Arc	5	99	19.85	19.85	19.85
Arc	5	12	26.25	26.25	26.25
Arc	5	56	60.03	60.03	60.03
Arc	5	13	22.36	22.36	22.36
Arc	5	57	50.04	50.04	50.04
Arc	5	14	28.28	28.28	28.28
Arc	5	58	60.13	60.13	60.13
Arc	5	15	26.63	26.63	26.63
Arc	5	59	50.16	50.16	50.16
Arc	5	16	29.73	29.73	29.73
Arc	5	17	26.0	26.0	26.0
Arc	5	18	28.79	28.79	28.79
Arc	5	19	30.89	30.89	30.89
Arc	5	6	4.47	4.47	4.47
Arc	5	7	2.24	2.24	2.24
Arc	5	8	5.0	5.0	5.0
Arc	5	9	6.4	6.4	6.4
Arc	5	60	60.41	60.41	60.41
Arc	5	61	35.9	35.9	35.9
Arc	5	62	31.05	31.05	31.05
Arc	5	63	26.25	26.25	26.25
Arc	5	20	19.21	19.21	19.21
Arc	5	64	35.51	35.51	35.51
Arc	5	21	17.69	17.69	17.69
Arc	5	65	25.71	25.71	25.71
Arc	5	22	19.1	19.1	19.1
Arc	5	66	30.41	30.41	30.41
Arc	5	23	17.2	17.2	17.2
Arc	5	67	25.5	25.5	25.5
Arc	5	24	22.67	22.67	22.67
Arc	5	68	35.13	35.13	35.13
Arc	5	25	21.4	21.4	21.4
Arc	5	69	30.15	30.15	30.15
Arc	5	26	19.72	19.72	19.72
Arc	5	27	23.02	23.02	23.02
Arc	5	28	21.47	21.47	21.47
Arc	5	29	26.63	26.63	26.63
Arc	5	70	63.51	63.51	63.51
Arc	5	71	60.9	60.9	60.9
Arc	5	72	36.69	36.69	36.69
Arc	5	73	61.03	61.03	61.03
Arc	5	30	24.17	24.17	24.17
Arc	5	74	31.95	31.95	31.95
Arc	5	31	43.86	43.86	43.86
Arc	5	75	3.0	3.0	3.0
Arc	5	32	40.61	40.61	40.61
Arc	5	76	56.6	56.6	56.6
Arc	5	33	42.2	42.2	42.2
Arc	5	77	57.8	57.8	57.8
Arc	5	34	39.45	39.45	39.45
Arc	5	78	54.92	54.92	54.92
Arc	5	35	47.63	47.63	47.63
Arc	5	79	57.01	57.01	57.01
Arc	5	36	42.06	42.06	42.06
Arc	5	37	47.17	47.17	47.17
Arc	5	38	48.88	48.88	48.88
Arc	5	39	46.52	46.52	46.52
Arc	5	100	23.85	23.85	23.85
Arc	5	80	58.73	58.73	58.73
Arc	5	81	52.43	52.43	52.43
Arc	5	82	34.48	34.48	34.48
Arc	5	83	31.62	31.62	31.62
Arc	5	40	35.69	35.69	35.69
Arc	5	84	28.86	28.86	28.86
Arc	5	41	33.73	33.73	33.73
Arc	5	85	26.48	26.48	26.48
Arc	5	42	34.21	34.21	34.21
Arc	5	86	26.0	26.0	26.0
Arc	5	43	31.32	31.32	31.32
Arc	5	87	25.08	25.08	25.08
Arc	6	44	39.81	39.81	39.81
Arc	6	88	26.57	26.57	26.57
Arc	6	45	40.26	40.26	40.26
Arc	6	89	25.5	25.5	25.5
Arc	6	46	38.33	38.33	38.33
Arc	6	47	35.44	35.44	35.44
Arc	6	48	40.8	40.8	40.8
Arc	6	49	36.06	36.06	36.06
Arc	6	90	24.41	24.41	24.41
Arc	6	91	21.93	21.93	21.93
Arc	6	92	31.38	31.38	31.38
Arc	6	93	29.68	29.68	29.68
Arc	6	50	39.56	39.56	39.56
Arc	6	94	28.18	28.18	28.18
Arc	6	51	41.79	41.79	41.79
Arc	6	95	24.6	24.6	24.6
Arc	6	52	37.16	37.16	37.16
Arc	6	96	22.83	22.83	22.83
Arc	6	53	64.12	64.12	64.12
Arc	6	97	25.61	25.61	25.61
Arc	6	10	5.83	5.83	5.83
Arc	6	54	59.03	59.03	59.03
Arc	6	98	18.97	18.97	18.97
Arc	6	11	5.0	5.0	5.0
Arc	6	55	54.04	54.04	54.04
Arc	6	99	18.6	18.6	18.6
Arc	6	12	21.93	21.93	21.93
Arc	6	56	64.0	64.0	64.0
Arc	6	13	18.97	18.97	18.97
Arc	6	57	54.0	54.0	54.0
Arc	6	14	24.08	24.08	24.08
Arc	6	58	64.03	64.03	64.03
Arc	6	15	22.83	22.83	22.83
Arc	6	59	54.04	54.04	54.04
Arc	6	16	25.61	25.61	25.61
Arc	6	17	22.8	22.8	22.8
Arc	6	18	25.71	25.71	25.71
Arc	6	19	27.31	27.31	27.31
Arc	6	7	3.0	3.0	3.0
Arc	6	8	2.24	2.24	2.24
Arc	6	9	2.24	2.24	2.24
Arc	6	60	64.2	64.2	64.2
Arc	6	61	40.26	40.26	40.26
Arc	6	62	35.44	35.44	35.44
Arc	6	63	30.68	30.68	30.68
Arc	6	20	21.47	21.47	21.47
Arc	6	64	39.81	39.81	39.81
Arc	6	21	19.72	19.72	19.72
Arc	6	65	30.08	30.08	30.08
Arc	6	22	20.81	20.81	20.81
Arc	6	66	34.71	34.71	34.71
Arc	6	23	18.44	18.44	18.44
Arc	6	67	29.83	29.83	29.83
Arc	6	24	24.21	24.21	24.21
Arc	6	68	39.32	39.32	39.32
Arc	6	25	22.67	22.67	22.67
Arc	6	69	34.37	34.37	34.37
Arc	6	26	20.52	20.52	20.52
Arc	6	27	24.04	24.04	24.04
Arc	6	28	22.02	22.02	22.02
Arc	6	29	27.59	27.59	27.59
Arc	6	70	67.42	67.42	67.42
Arc	6	71	64.66	64.66	64.66
Arc	6	72	41.11	41.11	41.11
Arc	6	73	65.0	65.0	65.0
Arc	6	30	24.41	24.41	24.41
Arc	6	74	36.4	36.4	36.4
Arc	6	31	45.34	45.34	45.34
Arc	6	75	6.4	6.4	6.4
Arc	6	32	41.73	41.73	41.73
Arc	6	76	60.46	60.46	60.46
Arc	6	33	43.19	43.19	43.19
Arc	6	77	61.85	61.85	61.85
Arc	6	34	40.0	40.0	40.0
Arc	6	78	58.82	58.82	58.82
Arc	6	35	48.8	48.8	48.8
Arc	6	79	61.07	61.07	61.07
Arc	6	36	42.44	42.44	42.44
Arc	6	37	47.8	47.8	47.8
Arc	6	38	49.41	49.41	49.41
Arc	6	39	46.65	46.65	46.65
Arc	6	100	21.93	21.93	21.93
Arc	6	80	62.94	62.94	62.94
Arc	6	81	56.4	56.4	56.4
Arc	6	82	37.7	37.7	37.7
Arc	6	83	34.93	34.93	34.93
Arc	6	40	39.32	39.32	39.32
Arc	6	84	31.95	31.95	31.95
Arc	6	41	37.34	37.34	37.34
Arc	6	85	29.41	29.41	29.41
Arc	6	42	37.66	37.66	37.66
Arc	6	86	29.53	29.53	29.53
Arc	6	43	34.71	34.71	34.71
Arc	6	87	28.65	28.65	28.65
Arc	7	44	36.88	36.88	36.88
Arc	7	88	25.71	25.71	25.71
Arc	7	45	37.36	37.36	37.36
Arc	7	89	24.35	24.35	24.35
Arc	7	46	35.44	35.44	35.44
Arc	7	47	32.57	32.57	32.57
Arc	7	48	37.95	37.95	37.95
Arc	7	49	33.24	33.24	33.24
Arc	7	90	22.83	22.83	22.83
Arc	7	91	20.88	20.88	20.88
Arc	7	92	33.02	33.02	33.02
Arc	7	93	31.4	31.4	31.4
Arc	7	50	36.77	36.77	36.77
Arc	7	94	29.68	29.68	29.68
Arc	7	51	39.0	39.0	39.0
Arc	7	95	26.08	26.08	26.08
Arc	7	52	34.44	34.44	34.44
Arc	7	96	24.41	24.41	24.41
Arc	7	53	61.13	61.13	61.13
Arc	7	97	27.59	27.59	27.59
Arc	7	10	5.0	5.0	5.0
Arc	7	54	56.04	56.04	56.04
Arc	7	98	20.12	20.12	20.12
Arc	7	11	5.83	5.83	5.83
Arc	7	55	51.04	51.04	51.04
Arc	7	99	20.52	20.52	20.52
Arc	7	12	24.21	24.21	24.21
Arc	7	56	61.0	61.0	61.0
Arc	7	13	20.12	20.12	20.12
Arc	7	57	51.0	51.0	51.0
Arc	7	14	26.17	26.17	26.17
Arc	7	58	61.03	61.03	61.03
Arc	7	15	24.41	24.41	24.41
Arc	7	59	51.04	51.04	51.04
Arc	7	16	27.59	27.59	27.59
Arc	7	17	23.77	23.77	23.77
Arc	7	18	26.57	26.57	26.57
Arc	7	19	28.65	28.65	28.65
Arc	7	8	2.83	2.83	2.83
Arc	7	9	4.47	4.47	4.47
Arc	7	60	61.2	61.2	61.2
Arc	7	61	37.36	37.36	37.36
Arc	7	62	32.57	32.57	32.57
Arc	7	63	27.86	27.86	27.86
Arc	7	20	18.87	18.87	18.87
Arc	7	64	36.88	36.88	36.88
Arc	7	21	17.2	17.2	17.2
Arc	7	65	27.2	27.2	27.2
Arc	7	22	18.44	18.44	18.44
Arc	7	66	31.78	31.78	31.78
Arc	7	23	16.28	16.28	16.28
Arc	7	67	26.93	26.93	26.93
Arc	7	24	21.93	21.93	21.93
Arc	7	68	36.35	36.35	36.35
Arc	7	25	20.52	20.52	20.52
Arc	7	69	31.4	31.4	31.4
Arc	7	26	18.6	18.6	18.6
Arc	7	27	22.02	22.02	22.02
Arc	7	28	20.25	20.25	20.25
Arc	7	29	25.61	25.61	25.61
Arc	7	70	65.73	65.73	65.73
Arc	7	71	63.13	63.13	63.13
Arc	7	72	38.28	38.28	38.28
Arc	7	73	63.25	63.25	63.25
Arc	7	30	22.83	22.83	22.83
Arc	7	74	33.62	33.62	33.62
Arc	7	31	43.14	43.14	43.14
Arc	7	75	5.1	5.1	5.1
Arc	7	32	39.7	39.7	39.7
Arc	7	76	58.83	58.83	58.83
Arc	7	33	41.23	41.23	41.23
Arc	7	77	60.0	60.0	60.0
Arc	7	34	38.28	38.28	38.28
Arc	7	78	57.14	57.14	57.14
Arc	7	35	46.75	46.75	46.75
Arc	7	79	59.2	59.2	59.2
Arc	7	36	40.82	40.82	40.82
Arc	7	37	46.04	46.04	46.04
Arc	7	38	47.71	47.71	47.71
Arc	7	39	45.18	45.18	45.18
Arc	7	100	24.21	24.21	24.21
Arc	7	80	60.88	60.88	60.88
Arc	7	81	54.64	54.64	54.64
Arc	7	82	36.69	36.69	36.69
Arc	7	83	33.84	33.84	33.84
Arc	7	40	36.35	36.35	36.35
Arc	7	84	31.05	31.05	31.05
Arc	7	41	34.37	34.37	34.37
Arc	7	85	28.64	28.64	28.64
Arc	7	42	34.71	34.71	34.71
Arc	7	86	28.23	28.23	28.23
Arc	7	43	31.78	31.78	31.78
Arc	7	87	27.31	27.31	27.31
Arc	8	44	38.47	38.47	38.47
Arc	8	88	28.16	28.16	28.16
Arc	8	45	38.83	38.83	38.83
Arc	8	89	26.93	26.93	26.93
Arc	8	46	36.88	36.88	36.88
Arc	8	47	33.96	33.96	33.96
Arc	8	48	39.29	39.29	39.29
Arc	8	49	34.48	34.48	34.48
Arc	8	90	25.55	25.55	25.55
Arc	8	91	23.41	23.41	23.41
Arc	8	92	33.62	33.62	33.62
Arc	8	93	31.91	31.91	31.91
Arc	8	50	37.95	37.95	37.95
Arc	8	94	30.41	30.41	30.41
Arc	8	51	40.16	40.16	40.16
Arc	8	95	26.83	26.83	26.83
Arc	8	52	35.47	35.47	35.47
Arc	8	96	25.06	25.06	25.06
Arc	8	53	63.29	63.29	63.29
Arc	8	97	27.8	27.8	27.8
Arc	8	10	3.61	3.61	3.61
Arc	8	54	58.14	58.14	58.14
Arc	8	98	21.19	21.19	21.19
Arc	8	11	3.16	3.16	3.16
Arc	8	55	53.15	53.15	53.15
Arc	8	99	20.81	20.81	20.81
Arc	8	12	21.4	21.4	21.4
Arc	8	56	63.03	63.03	63.03
Arc	8	13	17.46	17.46	17.46
Arc	8	57	53.04	53.04	53.04
Arc	8	14	23.35	23.35	23.35
Arc	8	58	63.0	63.0	63.0
Arc	8	15	21.63	21.63	21.63
Arc	8	59	53.0	53.0	53.0
Arc	8	16	24.76	24.76	24.76
Arc	8	17	21.19	21.19	21.19
Arc	8	18	24.04	24.04	24.04
Arc	8	19	25.94	25.94	25.94
Arc	8	9	2.0	2.0	2.0
Arc	8	60	63.07	63.07	63.07
Arc	8	61	39.85	39.85	39.85
Arc	8	62	35.11	35.11	35.11
Arc	8	63	30.46	30.46	30.46
Arc	8	20	19.7	19.7	19.7
Arc	8	64	39.29	39.29	39.29
Arc	8	21	17.89	17.89	17.89
Arc	8	65	29.73	29.73	29.73
Arc	8	22	18.87	18.87	18.87
Arc	8	66	34.21	34.21	34.21
Arc	8	23	16.4	16.4	16.4
Arc	8	67	29.41	29.41	29.41
Arc	8	24	22.2	22.2	22.2
Arc	8	68	38.64	38.64	38.64
Arc	8	25	20.62	20.62	20.62
Arc	8	69	33.73	33.73	33.73
Arc	8	26	18.38	18.38	18.38
Arc	8	27	21.93	21.93	21.93
Arc	8	28	19.85	19.85	19.85
Arc	8	29	25.46	25.46	25.46
Arc	8	70	68.51	68.51	68.51
Arc	8	71	65.86	65.86	65.86
Arc	8	72	40.85	40.85	40.85
Arc	8	73	66.03	66.03	66.03
Arc	8	30	22.2	22.2	22.2
Arc	8	74	36.25	36.25	36.25
Arc	8	31	43.28	43.28	43.28
Arc	8	75	7.62	7.62	7.62
Arc	8	32	39.6	39.6	39.6
Arc	8	76	61.59	61.59	61.59
Arc	8	33	41.04	41.04	41.04
Arc	8	77	62.8	62.8	62.8
Arc	8	34	37.8	37.8	37.8
Arc	8	78	59.91	59.91	59.91
Arc	8	35	46.67	46.67	46.67
Arc	8	79	62.01	62.01	62.01
Arc	8	36	40.22	40.22	40.22
Arc	8	37	45.61	45.61	45.61
Arc	8	38	47.2	47.2	47.2
Arc	8	39	44.42	44.42	44.42
Arc	8	100	24.04	24.04	24.04
Arc	8	80	63.7	63.7	63.7
Arc	8	81	57.43	57.43	57.43
Arc	8	82	39.22	39.22	39.22
Arc	8	83	36.4	36.4	36.4
Arc	8	40	38.12	38.12	38.12
Arc	8	84	33.53	33.53	33.53
Arc	8	41	36.12	36.12	36.12
Arc	8	85	31.05	31.05	31.05
Arc	8	42	36.35	36.35	36.35
Arc	8	86	30.87	30.87	30.87
Arc	8	43	33.38	33.38	33.38
Arc	8	87	29.97	29.97	29.97
Arc	9	44	40.45	40.45	40.45
Arc	9	88	28.79	28.79	28.79
Arc	9	45	40.79	40.79	40.79
Arc	9	89	27.73	27.73	27.73
Arc	9	46	38.83	38.83	38.83
Arc	9	47	35.9	35.9	35.9
Arc	9	48	41.23	41.23	41.23
Arc	9	49	36.4	36.4	36.4
Arc	9	90	26.63	26.63	26.63
Arc	9	91	24.17	24.17	24.17
Arc	9	92	32.65	32.65	32.65
Arc	9	93	30.89	30.89	30.89
Arc	9	50	39.85	39.85	39.85
Arc	9	94	29.55	29.55	29.55
Arc	9	51	42.06	42.06	42.06
Arc	9	95	26.0	26.0	26.0
Arc	9	52	37.34	37.34	37.34
Arc	9	96	24.17	24.17	24.17
Arc	9	53	65.28	65.28	65.28
Arc	9	97	26.63	26.63	26.63
Arc	9	10	5.0	5.0	5.0
Arc	9	54	60.13	60.13	60.13
Arc	9	98	20.62	20.62	20.62
Arc	9	11	3.16	3.16	3.16
Arc	9	55	55.15	55.15	55.15
Arc	9	99	19.72	19.72	19.72
Arc	9	12	19.85	19.85	19.85
Arc	9	56	65.03	65.03	65.03
Arc	9	13	16.76	16.76	16.76
Arc	9	57	55.04	55.04	55.04
Arc	9	14	21.93	21.93	21.93
Arc	9	58	65.0	65.0	65.0
Arc	9	15	20.59	20.59	20.59
Arc	9	59	55.0	55.0	55.0
Arc	9	16	23.43	23.43	23.43
Arc	9	17	20.62	20.62	20.62
Arc	9	18	23.54	23.54	23.54
Arc	9	19	25.08	25.08	25.08
Arc	9	60	65.07	65.07	65.07
Arc	9	61	41.76	41.76	41.76
Arc	9	62	37.0	37.0	37.0
Arc	9	63	32.31	32.31	32.31
Arc	9	20	21.54	21.54	21.54
Arc	9	64	41.23	41.23	41.23
Arc	9	21	19.7	19.7	19.7
Arc	9	65	31.62	31.62	31.62
Arc	9	22	20.59	20.59	20.59
Arc	9	66	36.14	36.14	36.14
Arc	9	23	18.03	18.03	18.03
Arc	9	67	31.32	31.32	31.32
Arc	9	24	23.85	23.85	23.85
Arc	9	68	40.61	40.61	40.61
Arc	9	25	22.2	22.2	22.2
Arc	9	69	35.69	35.69	35.69
Arc	9	26	19.85	19.85	19.85
Arc	9	27	23.43	23.43	23.43
Arc	9	28	21.21	21.21	21.21
Arc	9	29	26.91	26.91	26.91
Arc	9	70	69.63	69.63	69.63
Arc	9	71	66.89	66.89	66.89
Arc	9	72	42.72	42.72	42.72
Arc	9	73	67.2	67.2	67.2
Arc	9	30	23.43	23.43	23.43
Arc	9	74	38.08	38.08	38.08
Arc	9	31	44.82	44.82	44.82
Arc	9	75	8.6	8.6	8.6
Arc	9	32	41.04	41.04	41.04
Arc	9	76	62.68	62.68	62.68
Arc	9	33	42.43	42.43	42.43
Arc	9	77	64.03	64.03	64.03
Arc	9	34	39.05	39.05	39.05
Arc	9	78	61.03	61.03	61.03
Arc	9	35	48.1	48.1	48.1
Arc	9	79	63.25	63.25	63.25
Arc	9	36	41.4	41.4	41.4
Arc	9	37	46.86	46.86	46.86
Arc	9	38	48.41	48.41	48.41
Arc	9	39	45.49	45.49	45.49
Arc	9	100	22.67	22.67	22.67
Arc	9	80	65.07	65.07	65.07
Arc	9	81	58.6	58.6	58.6
Arc	9	82	39.92	39.92	39.92
Arc	9	83	37.16	37.16	37.16
Arc	9	40	40.11	40.11	40.11
Arc	9	84	34.18	34.18	34.18
Arc	9	41	38.12	38.12	38.12
Arc	9	85	31.62	31.62	31.62
Arc	9	42	38.33	38.33	38.33
Arc	9	86	31.76	31.76	31.76
Arc	9	43	35.36	35.36	35.36
Arc	9	87	30.89	30.89	30.89
Arc	20	44	20.1	20.1	20.1
Arc	20	88	36.4	36.4	36.4
Arc	20	45	20.0	20.0	20.0
Arc	20	89	33.96	33.96	33.96
Arc	20	46	18.0	18.0	18.0
Arc	20	47	15.0	15.0	15.0
Arc	20	48	20.1	20.1	20.1
Arc	20	49	15.13	15.13	15.13
Arc	20	90	30.41	30.41	30.41
Arc	20	91	31.62	31.62	31.62
Arc	20	92	50.93	50.93	50.93
Arc	20	93	49.5	49.5	49.5
Arc	20	50	18.44	18.44	18.44
Arc	20	94	47.42	47.42	47.42
Arc	20	51	20.62	20.62	20.62
Arc	20	95	43.86	43.86	43.86
Arc	20	52	15.81	15.81	15.81
Arc	20	96	42.43	42.43	42.43
Arc	20	53	47.13	47.13	47.13
Arc	20	97	46.1	46.1	46.1
Arc	20	54	41.76	41.76	41.76
Arc	20	98	37.54	37.54	37.54
Arc	20	55	37.0	37.0	37.0
Arc	20	99	39.05	39.05	39.05
Arc	20	56	46.1	46.1	46.1
Arc	20	57	36.4	36.4	36.4
Arc	20	58	45.71	45.71	45.71
Arc	20	59	35.9	35.9	35.9
Arc	20	60	45.28	45.28	45.28
Arc	20	61	28.28	28.28	28.28
Arc	20	62	25.0	25.0	25.0
Arc	20	63	22.36	22.36	22.36
Arc	20	64	26.91	26.91	26.91
Arc	20	21	2.0	2.0	2.0
Arc	20	65	20.59	20.59	20.59
Arc	20	22	2.83	2.83	2.83
Arc	20	66	22.67	22.67	22.67
Arc	20	23	5.39	5.39	5.39
Arc	20	67	19.72	19.72	19.72
Arc	20	24	5.0	5.0	5.0
Arc	20	68	25.0	25.0	25.0
Arc	20	25	5.39	5.39	5.39
Arc	20	69	21.21	21.21	21.21
Arc	20	26	7.07	7.07	7.07
Arc	20	27	7.28	7.28	7.28
Arc	20	28	8.6	8.6	8.6
Arc	20	29	10.0	10.0	10.0
Arc	20	70	68.01	68.01	68.01
Arc	20	71	66.71	66.71	66.71
Arc	20	72	30.48	30.48	30.48
Arc	20	73	65.15	65.15	65.15
Arc	20	30	11.18	11.18	11.18
Arc	20	74	27.46	27.46	27.46
Arc	20	31	25.0	25.0	25.0
